ticker,fiscal_period_end,fiscal_year,company_name,sector,industry,exchange,currency,current_share_price,current_market_cap,current_enterprise_value,current_shares_outstanding,current_shares_short,current_short_ratio,current_short_percent_of_float,current_insider_ownership_percent,current_institutional_ownership_percent,current_book_value_per_share,current_forward_eps,total_revenue,cost_of_revenue,gross_profit,ebit,operating_income,ebitda,normalized_income,pretax_income,tax_provision,tax_rate_for_calcs,net_income,net_income_continuing_operations,selling_general_and_administration,interest_expense,basic_average_shares,diluted_average_shares,basic_eps,diluted_eps,total_assets,current_assets,cash_and_cash_equivalents,cash_and_short_term_investments,accounts_receivable,inventory,net_property_plant_equipment,current_liabilities,current_debt,current_debt_and_capital_lease_obligation,taxes_payable,total_liabilities,total_liabilities_net_minority_interest,total_non_current_liabilities,long_term_debt,long_term_debt_and_capital_lease_obligation,total_debt,preferred_stock,minority_interest,stockholders_equity,common_stock_equity,retained_earnings,working_capital,ordinary_shares_number,operating_cash_flow,capital_expenditure,free_cash_flow,depreciation_and_amortization,change_in_working_capital,issuance_of_capital_stock,repurchase_of_capital_stock,net_common_stock_issuance,stock_based_compensation,cash_dividends_paid,issuance_of_debt,repayment_of_debt,fiscal_price_date,fiscal_period_end_close,fiscal_period_end_adjusted_close
CSCO,2024-07-31,2024,"Cisco Systems, Inc.",Technology,Communication Equipment,NMS,USD,110.07,433960550400,449188102144,3942586873,55543993,2.71,0.014099999,0.0005,0.83376,12.743,5.60226,53803000000.0,18975000000.0,34828000000.0,13240000000.0,12970000000.0,15747000000.0,11126020000.0,12234000000.0,1914000000.0,0.156,10320000000.0,10320000000.0,13177000000.0,1006000000.0,4043000000.0,4062000000.0,2.55,2.54,124413000000.0,36862000000.0,7508000000.0,17854000000.0,6685000000.0,3373000000.0,2090000000.0,40584000000.0,11341000000.0,11341000000.0,1439000000.0,,78956000000.0,38372000000.0,19632000000.0,19632000000.0,30973000000.0,0.0,,45457000000.0,45457000000.0,1087000000.0,-3722000000.0,4007000000.0,10880000000.0,-670000000.0,10210000000.0,2507000000.0,-4298000000.0,714000000.0,-6779000000.0,-6065000000.0,3074000000.0,-6384000000.0,31818000000.0,-12966000000.0,2024-07-31,48.45000076293945,46.200157165527344
CSCO,2023-07-31,2023,"Cisco Systems, Inc.",Technology,Communication Equipment,NMS,USD,110.07,433960550400,449188102144,3942586873,55543993,2.71,0.014099999,0.0005,0.83376,12.743,5.60226,56998000000.0,21245000000.0,35753000000.0,15745000000.0,15562000000.0,17471000000.0,13195684000.0,15318000000.0,2705000000.0,0.177,12613000000.0,12613000000.0,12358000000.0,427000000.0,4093000000.0,4105000000.0,3.08,3.07,101852000000.0,43348000000.0,10123000000.0,26146000000.0,5854000000.0,3644000000.0,2085000000.0,31309000000.0,1733000000.0,1733000000.0,4235000000.0,,57499000000.0,26190000000.0,6658000000.0,6658000000.0,8391000000.0,0.0,,44353000000.0,44353000000.0,1639000000.0,12039000000.0,4066000000.0,19886000000.0,-849000000.0,19037000000.0,1726000000.0,5042000000.0,700000000.0,-4890000000.0,-4190000000.0,2353000000.0,-6302000000.0,0.0,-500000000.0,2023-07-31,52.040000915527344,48.079139709472656
CSCO,2022-07-31,2022,"Cisco Systems, Inc.",Technology,Communication Equipment,NMS,USD,110.07,433960550400,449188102144,3942586873,55543993,2.71,0.014099999,0.0005,0.83376,12.743,5.60226,,,,,,,,,,,,,,,4170000000.0,4192000000.0,2.83,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-29,45.369998931884766,40.58688735961914
CVX,2025-12-31,2025,Chevron Corporation,Energy,Oil & Gas Integrated,NYQ,USD,217.73,427099881472,450413363200,1961603274,20585159,2.53,0.0105,0.04768,0.71181,96.8,13.47184,184432000000.0,128346000000.0,56086000000.0,20960000000.0,16674000000.0,41417000000.0,12299000000.0,19743000000.0,7258000000.0,0.368,12299000000.0,12485000000.0,5126000000.0,1217000000.0,1849217000.0,1855637000.0,6.65,6.63,324012000000.0,38552000000.0,6293000000.0,6297000000.0,18075000000.0,9711000000.0,219729000000.0,33387000000.0,191000000.0,977000000.0,844000000.0,,131836000000.0,98449000000.0,39122000000.0,39781000000.0,40758000000.0,0.0,5726000000.0,186450000000.0,186450000000.0,205365000000.0,5165000000.0,1980248122.0,33939000000.0,-17347000000.0,16592000000.0,20132000000.0,-1648000000.0,,-12079000000.0,-12079000000.0,,-12751000000.0,20218000000.0,-14352000000.0,2025-12-31,152.41000366210938,148.26966857910156
CVX,2024-12-31,2024,Chevron Corporation,Energy,Oil & Gas Integrated,NYQ,USD,217.73,427099881472,450413363200,1961603274,20585159,2.53,0.0105,0.04768,0.71181,96.8,13.47184,193414000000.0,136488000000.0,56926000000.0,28100000000.0,18917000000.0,45811000000.0,17661000000.0,27506000000.0,9757000000.0,0.355,17661000000.0,17749000000.0,4834000000.0,594000000.0,1809583000.0,1816602000.0,9.76,9.72,256938000000.0,40911000000.0,6781000000.0,6785000000.0,20684000000.0,9074000000.0,147799000000.0,38558000000.0,4348000000.0,4406000000.0,1872000000.0,,103781000000.0,65223000000.0,19589000000.0,20135000000.0,24541000000.0,0.0,839000000.0,152318000000.0,152318000000.0,205852000000.0,2353000000.0,1769012274.0,31492000000.0,-16448000000.0,15044000000.0,17282000000.0,100000000.0,,-15229000000.0,-15229000000.0,,-11801000000.0,6186000000.0,-2618000000.0,2024-12-31,144.83999633789062,134.66275024414062
CVX,2023-12-31,2023,Chevron Corporation,Energy,Oil & Gas Integrated,NYQ,USD,217.73,427099881472,450413363200,1961603274,20585159,2.53,0.0105,0.04768,0.71181,96.8,13.47184,196913000000.0,136522000000.0,60391000000.0,30053000000.0,26229000000.0,47815000000.0,21369000000.0,29584000000.0,8173000000.0,0.276,21369000000.0,21411000000.0,4141000000.0,469000000.0,1872737000.0,1880307000.0,11.41,11.36,261632000000.0,41128000000.0,8178000000.0,8223000000.0,19921000000.0,8612000000.0,153619000000.0,32258000000.0,469000000.0,529000000.0,1863000000.0,,99703000000.0,67445000000.0,19733000000.0,20307000000.0,20836000000.0,0.0,972000000.0,160957000000.0,160957000000.0,200025000000.0,8870000000.0,1851479804.0,35609000000.0,-15829000000.0,19780000000.0,17326000000.0,-3335000000.0,,-14939000000.0,-14939000000.0,,-11336000000.0,285000000.0,-4340000000.0,2023-12-29,149.16000366210938,132.95150756835938
CVX,2022-12-31,2022,Chevron Corporation,Energy,Oil & Gas Integrated,NYQ,USD,217.73,427099881472,450413363200,1961603274,20585159,2.53,0.0105,0.04768,0.71181,96.8,13.47184,235717000000.0,161735000000.0,73982000000.0,50190000000.0,39950000000.0,65485000000.0,35465000000.0,49674000000.0,14066000000.0,0.283,35465000000.0,35608000000.0,4312000000.0,516000000.0,1931486000.0,1940277000.0,18.36,18.28,257709000000.0,50343000000.0,17678000000.0,17901000000.0,20456000000.0,8247000000.0,143591000000.0,34208000000.0,1919000000.0,1964000000.0,4381000000.0,,97467000000.0,63259000000.0,20972000000.0,21375000000.0,23339000000.0,0.0,960000000.0,159282000000.0,159282000000.0,190024000000.0,16135000000.0,1901048343.0,49602000000.0,-11974000000.0,37628000000.0,14809000000.0,2066000000.0,,-11255000000.0,-11255000000.0,,-10968000000.0,263000000.0,-8742000000.0,2022-12-30,179.49000549316406,153.93734741210938
CVX,2021-12-31,2021,Chevron Corporation,Energy,Oil & Gas Integrated,NYQ,USD,217.73,427099881472,450413363200,1961603274,20585159,2.53,0.0105,0.04768,0.71181,96.8,13.47184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-31,117.3499984741211,97.1444320678711
DE,2025-10-31,2025,Deere & Company,Industrials,Farm & Heavy Construction Machinery,NYQ,USD,683.9,184396824576,223384928256,269625412,5251648,4.49,0.0195,0.00169,0.84454,103.811,22.70759,44665000000.0,28370000000.0,16295000000.0,9427000000.0,8416000000.0,11656000000.0,4981469234.457408,6257000000.0,1259000000.0,0.201215,5027000000.0,4998000000.0,4241000000.0,3170000000.0,270900000.0,271700000.0,18.55,18.5,105996000000.0,74902000000.0,8276000000.0,9687000000.0,5386000000.0,7508000000.0,15996000000.0,32455000000.0,20353000000.0,20706000000.0,,,79989000000.0,47534000000.0,43544000000.0,43544000000.0,64250000000.0,,57000000.0,25950000000.0,25950000000.0,59676000000.0,42447000000.0,270352040.0,7459000000.0,-4228000000.0,3231000000.0,2229000000.0,-443000000.0,,-1138000000.0,-1138000000.0,151000000.0,-1720000000.0,13161000000.0,-12264000000.0,2025-10-31,461.6300048828125,457.5111999511719
DE,2024-10-31,2024,Deere & Company,Industrials,Farm & Heavy Construction Machinery,NYQ,USD,683.9,184396824576,223384928256,269625412,5251648,4.49,0.0195,0.00169,0.84454,103.811,22.70759,50518000000.0,31023000000.0,19495000000.0,12554000000.0,11427000000.0,14672000000.0,7042059526.395829,9206000000.0,2094000000.0,0.22746,7100000000.0,7088000000.0,4507000000.0,3348000000.0,276000000.0,277100000.0,25.73,25.62,107320000000.0,77667000000.0,7324000000.0,8478000000.0,5392000000.0,7199000000.0,15305000000.0,35960000000.0,21931000000.0,22234000000.0,,,84395000000.0,48435000000.0,43229000000.0,43229000000.0,65463000000.0,,89000000.0,22836000000.0,22836000000.0,56402000000.0,41707000000.0,271752292.0,9231000000.0,-4802000000.0,4429000000.0,2118000000.0,-181000000.0,,-4007000000.0,-4007000000.0,208000000.0,-1605000000.0,18096000000.0,-13232000000.0,2024-10-31,404.69000244140625,395.520263671875
DE,2023-10-31,2023,Deere & Company,Industrials,Farm & Heavy Construction Machinery,NYQ,USD,683.9,184396824576,223384928256,269625412,5251648,4.49,0.0195,0.00169,0.84454,103.811,22.70759,60248000000.0,37942000000.0,22306000000.0,15472000000.0,14591000000.0,17476000000.0,10212768569.014517,13019000000.0,2871000000.0,0.220524,10166000000.0,10155000000.0,4309000000.0,2453000000.0,292200000.0,293600000.0,34.8,34.63,104087000000.0,76369000000.0,7458000000.0,8404000000.0,7739000000.0,8219000000.0,14206000000.0,37782000000.0,24909000000.0,25215000000.0,1558000000.0,,82201000000.0,44419000000.0,38477000000.0,38477000000.0,63692000000.0,,101000000.0,21785000000.0,21785000000.0,50931000000.0,38587000000.0,281584277.0,8589000000.0,-4468000000.0,4121000000.0,2004000000.0,-3337000000.0,,-7216000000.0,-7216000000.0,130000000.0,-1427000000.0,15429000000.0,-7913000000.0,2023-10-31,365.3599853515625,351.8375549316406
DE,2022-10-31,2022,Deere & Company,Industrials,Farm & Heavy Construction Machinery,NYQ,USD,683.9,184396824576,223384928256,269625412,5251648,4.49,0.0195,0.00169,0.84454,103.811,22.70759,51282000000.0,35552000000.0,15730000000.0,10189000000.0,9026000000.0,12084000000.0,6912571162.484935,9127000000.0,2007000000.0,0.219897,7131000000.0,7130000000.0,3645000000.0,1062000000.0,304500000.0,306300000.0,23.42,23.28,90030000000.0,64088000000.0,4774000000.0,5508000000.0,6410000000.0,8539000000.0,13097000000.0,30477000000.0,18282000000.0,18605000000.0,1255000000.0,,69673000000.0,39196000000.0,33596000000.0,33596000000.0,52201000000.0,,95000000.0,20262000000.0,20262000000.0,42247000000.0,33611000000.0,298771915.0,4699000000.0,-3788000000.0,911000000.0,1895000000.0,-4315000000.0,63000000.0,-3597000000.0,-3597000000.0,85000000.0,-1313000000.0,10358000000.0,-8445000000.0,2022-10-31,395.82000732421875,376.42578125
DE,2021-10-31,2021,Deere & Company,Industrials,Farm & Heavy Construction Machinery,NYQ,USD,683.9,184396824576,223384928256,269625412,5251648,4.49,0.0195,0.00169,0.84454,103.811,22.70759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075000000.0,,,,,,,,,,,,,,,,,,,148000000.0,,,,,,,2021-10-29,342.30999755859375,321.4866638183594
DUK,2025-12-31,2025,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,NYQ,USD,117.74,91802132480,187418148864,779702193,17135318,3.75,0.024400001,0.00131,0.71142,68.946,7.17232,32237000000.0,15739000000.0,16498000000.0,9346000000.0,8577000000.0,17050000000.0,4632372899.159664,5712000000.0,642000000.0,0.112395,4968000000.0,5070000000.0,,3634000000.0,777000000.0,777000000.0,6.31,6.31,195736000000.0,11613000000.0,245000000.0,245000000.0,4230000000.0,4569000000.0,131200000000.0,21047000000.0,9728000000.0,9728000000.0,,,142717000000.0,121670000000.0,80108000000.0,81141000000.0,90869000000.0,973000000.0,1177000000.0,51842000000.0,50869000000.0,5056000000.0,-9434000000.0,777661224.0,12330000000.0,-14024000000.0,-1694000000.0,7704000000.0,-616000000.0,16000000.0,0.0,16000000.0,,-3300000000.0,12015000000.0,-6895000000.0,2025-12-31,117.20999908447266,114.22021484375
DUK,2024-12-31,2024,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,NYQ,USD,117.74,91802132480,187418148864,779702193,17135318,3.75,0.024400001,0.00131,0.71142,68.946,7.17232,30357000000.0,15160000000.0,15197000000.0,8578000000.0,7938000000.0,14997000000.0,4318103966.114748,5194000000.0,590000000.0,0.113593,4524000000.0,4604000000.0,,3384000000.0,772000000.0,772000000.0,5.71,5.71,186343000000.0,12950000000.0,314000000.0,314000000.0,4610000000.0,4496000000.0,122774000000.0,19357000000.0,7933000000.0,7933000000.0,,,135087000000.0,115730000000.0,76340000000.0,77297000000.0,85230000000.0,973000000.0,1129000000.0,50127000000.0,49154000000.0,3431000000.0,-6407000000.0,776000000.0,12328000000.0,-12280000000.0,48000000.0,6419000000.0,1151000000.0,405000000.0,-1000000000.0,405000000.0,,-3213000000.0,9513000000.0,-4841000000.0,2024-12-31,107.73999786376953,101.32696533203125
DUK,2023-12-31,2023,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,NYQ,USD,117.74,91802132480,187418148864,779702193,17135318,3.75,0.024400001,0.00131,0.71142,68.946,7.17232,29060000000.0,15304000000.0,13756000000.0,7781000000.0,7103000000.0,13865000000.0,4146160478.288232,4767000000.0,438000000.0,0.091882,2841000000.0,4329000000.0,,3014000000.0,771000000.0,771000000.0,3.54,3.54,176893000000.0,12769000000.0,253000000.0,253000000.0,4131000000.0,4292000000.0,116407000000.0,17283000000.0,7088000000.0,7088000000.0,,,126707000000.0,109424000000.0,72452000000.0,73369000000.0,80457000000.0,1962000000.0,1075000000.0,49111000000.0,47149000000.0,2235000000.0,-4514000000.0,770711728.0,9878000000.0,-12604000000.0,-2726000000.0,6084000000.0,187000000.0,8000000.0,0.0,8000000.0,,-3244000000.0,10638000000.0,-5205000000.0,2023-12-29,97.04000091552734,87.68354034423828
DUK,2022-12-31,2022,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,NYQ,USD,117.74,91802132480,187418148864,779702193,17135318,3.75,0.024400001,0.00131,0.71142,68.946,7.17232,28768000000.0,15792000000.0,12976000000.0,6517000000.0,6424000000.0,12360000000.0,4072183423.24669,4078000000.0,300000000.0,0.073565,2550000000.0,3778000000.0,,2439000000.0,770000000.0,770000000.0,3.33,3.33,178086000000.0,13222000000.0,409000000.0,409000000.0,4415000000.0,3584000000.0,112790000000.0,18873000000.0,7830000000.0,7830000000.0,,,126233000000.0,107360000000.0,65873000000.0,66749000000.0,74579000000.0,1962000000.0,2531000000.0,49322000000.0,47360000000.0,2637000000.0,-5651000000.0,770000000.0,5927000000.0,-11367000000.0,-5440000000.0,5843000000.0,-3248000000.0,9000000.0,0.0,9000000.0,,-3179000000.0,12735000000.0,-4683000000.0,2022-12-30,102.98999786376953,89.13323974609375
DUK,2021-12-31,2021,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,NYQ,USD,117.74,91802132480,187418148864,779702193,17135318,3.75,0.024400001,0.00131,0.71142,68.946,7.17232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-31,104.9000015258789,87.36286163330078
EOG,2025-12-31,2025,"EOG Resources, Inc.",Energy,Oil & Gas E&P,NYQ,USD,153.79,80667336704,81256562688,524529176,14772531,5.08,0.0315,0.0027700001,0.98135,60.636,14.66552,22582000000.0,8270000000.0,14312000000.0,6597000000.0,7250000000.0,11058000000.0,5654700000.0,6362000000.0,1382000000.0,0.22,4980000000.0,4980000000.0,5615000000.0,235000000.0,543000000.0,546000000.0,9.17,9.12,51799000000.0,7656000000.0,3396000000.0,3396000000.0,2681000000.0,1014000000.0,42341000000.0,4691000000.0,,499000000.0,,,21966000000.0,17275000000.0,7819000000.0,7909000000.0,8408000000.0,,,29833000000.0,29833000000.0,29765000000.0,2965000000.0,537670216.0,10044000000.0,-6594000000.0,3450000000.0,4461000000.0,-840000000.0,,-2564000000.0,-2564000000.0,216000000.0,-2161000000.0,4471000000.0,-2548000000.0,2025-12-31,105.01000213623047,102.45663452148438
EOG,2024-12-31,2024,"EOG Resources, Inc.",Energy,Oil & Gas E&P,NYQ,USD,153.79,80667336704,81256562688,524529176,14772531,5.08,0.0315,0.0027700001,0.98135,60.636,14.66552,23378000000.0,7402000000.0,15976000000.0,8356000000.0,8253000000.0,12464000000.0,6536380000.0,8218000000.0,1815000000.0,0.22,6403000000.0,6403000000.0,6386000000.0,138000000.0,566000000.0,569000000.0,11.31,11.25,47186000000.0,11230000000.0,7092000000.0,7092000000.0,2650000000.0,985000000.0,34212000000.0,5354000000.0,500000000.0,847000000.0,,,17835000000.0,12481000000.0,4102000000.0,4220000000.0,5067000000.0,,,29351000000.0,29351000000.0,26941000000.0,5876000000.0,557208477.0,12143000000.0,-6372000000.0,5771000000.0,4108000000.0,550000000.0,,-3246000000.0,-3246000000.0,199000000.0,-2087000000.0,985000000.0,-33000000.0,2024-12-31,122.58000183105469,115.6016616821289
EOG,2023-12-31,2023,"EOG Resources, Inc.",Energy,Oil & Gas E&P,NYQ,USD,153.79,80667336704,81256562688,524529176,14772531,5.08,0.0315,0.0027700001,0.98135,60.636,14.66552,23182000000.0,6566000000.0,16616000000.0,9837000000.0,8892000000.0,13329000000.0,7036735679.636701,9689000000.0,2095000000.0,0.216225,7594000000.0,7594000000.0,6349000000.0,148000000.0,581000000.0,584000000.0,13.07,13.0,43857000000.0,9935000000.0,5278000000.0,5278000000.0,2716000000.0,1275000000.0,32297000000.0,4074000000.0,34000000.0,359000000.0,,,15767000000.0,11693000000.0,3616000000.0,3765000000.0,4124000000.0,,,28090000000.0,28090000000.0,22634000000.0,5861000000.0,580860368.0,11340000000.0,-6185000000.0,5155000000.0,3492000000.0,191000000.0,,-1038000000.0,-1038000000.0,177000000.0,-3386000000.0,0.0,-1282000000.0,2023-12-29,120.94999694824219,110.83343505859375
EOG,2022-12-31,2022,"EOG Resources, Inc.",Energy,Oil & Gas E&P,NYQ,USD,153.79,80667336704,81256562688,524529176,14772531,5.08,0.0315,0.0027700001,0.98135,60.636,14.66552,29492000000.0,6460000000.0,23032000000.0,10080000000.0,14256000000.0,13622000000.0,11105200000.0,9901000000.0,2142000000.0,0.22,7759000000.0,7759000000.0,7105000000.0,179000000.0,583000000.0,587000000.0,13.31,13.22,41371000000.0,10475000000.0,5972000000.0,5972000000.0,2774000000.0,1058000000.0,29429000000.0,5513000000.0,1250000000.0,1579000000.0,,,16592000000.0,11079000000.0,3613000000.0,3795000000.0,5374000000.0,,,24779000000.0,24779000000.0,18472000000.0,4962000000.0,587696476.0,11093000000.0,-5000000000.0,6093000000.0,3542000000.0,-1159000000.0,,-118000000.0,-118000000.0,133000000.0,-5148000000.0,0.0,-35000000.0,2022-12-30,129.52000427246094,113.12535095214844
EOG,2021-12-31,2021,"EOG Resources, Inc.",Energy,Oil & Gas E&P,NYQ,USD,153.79,80667336704,81256562688,524529176,14772531,5.08,0.0315,0.0027700001,0.98135,60.636,14.66552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-31,88.83000183105469,72.10774993896484
GE,2025-12-31,2025,GE Aerospace,Industrials,Aerospace & Defense,NYQ,USD,307.1,318635442176,340000342016,1037562513,16008228,4.45,0.0154,0.003,0.80945,17.001,9.09193,45855000000.0,31417000000.0,14438000000.0,10843000000.0,8680000000.0,12063000000.0,8674015000.0,10000000000.0,1405000000.0,0.141,8704000000.0,8595000000.0,4178000000.0,843000000.0,1061000000.0,1068000000.0,8.2,8.14,130169000000.0,40595000000.0,12392000000.0,12392000000.0,9269000000.0,11868000000.0,7987000000.0,38981000000.0,1686000000.0,1686000000.0,,,111271000000.0,72290000000.0,18809000000.0,18809000000.0,20495000000.0,,221000000.0,18677000000.0,18677000000.0,87663000000.0,1614000000.0,1048766702.0,8537000000.0,-1273000000.0,7264000000.0,1220000000.0,-470000000.0,,-7551000000.0,-7551000000.0,,-1452000000.0,1985000000.0,-1811000000.0,2025-12-31,308.0299987792969,307.1990051269531
GE,2024-12-31,2024,GE Aerospace,Industrials,Aerospace & Defense,NYQ,USD,307.1,318635442176,340000342016,1037562513,16008228,4.45,0.0154,0.003,0.80945,17.001,9.09193,38702000000.0,26737000000.0,11965000000.0,8606000000.0,6761000000.0,9790000000.0,6948530000.0,7620000000.0,962000000.0,0.126,6556000000.0,6657000000.0,3918000000.0,986000000.0,1085430464.0,1094490818.0,6.04,5.99,123140000000.0,37635000000.0,13619000000.0,14601000000.0,7385000000.0,9763000000.0,7278000000.0,34392000000.0,2039000000.0,2039000000.0,,,103575000000.0,69183000000.0,17234000000.0,17234000000.0,19273000000.0,0.0,223000000.0,19342000000.0,19342000000.0,80488000000.0,3243000000.0,1073692183.0,4710000000.0,-1032000000.0,3678000000.0,1184000000.0,-697000000.0,,-5827000000.0,-5827000000.0,,-1008000000.0,0.0,-788000000.0,2024-12-31,166.7899932861328,165.3975372314453
GE,2023-12-31,2023,GE Aerospace,Industrials,Aerospace & Defense,NYQ,USD,307.1,318635442176,340000342016,1037562513,16008228,4.45,0.0154,0.003,0.80945,17.001,9.09193,35348000000.0,25825000000.0,9523000000.0,11470000000.0,4717000000.0,12649000000.0,5203445000.0,10441000000.0,994000000.0,0.095,9482000000.0,9448000000.0,3795000000.0,1029000000.0,1089000000.0,1099000000.0,8.44,8.36,173300000000.0,42556000000.0,15204000000.0,20910000000.0,6397000000.0,8284000000.0,7247000000.0,32102000000.0,1108000000.0,1108000000.0,,,144695000000.0,112593000000.0,19417000000.0,19417000000.0,20525000000.0,0.0,1202000000.0,27403000000.0,27403000000.0,86553000000.0,10454000000.0,1088415995.0,5189000000.0,-862000000.0,4327000000.0,1179000000.0,420000000.0,,-7028000000.0,-1233000000.0,,-589000000.0,0.0,-3282000000.0,2023-12-29,101.85953521728516,100.34706115722656
GE,2022-12-31,2022,GE Aerospace,Industrials,Aerospace & Defense,NYQ,USD,307.1,318635442176,340000342016,1037562513,16008228,4.45,0.0154,0.003,0.80945,17.001,9.09193,29139000000.0,21579000000.0,7560000000.0,2861000000.0,3596000000.0,4045000000.0,2637169000.0,1522000000.0,169000000.0,0.111,336000000.0,1353000000.0,3156000000.0,1339000000.0,1096000000.0,1096000000.0,0.05,0.05,188851000000.0,58382000000.0,15810000000.0,23419000000.0,14831000000.0,14891000000.0,12193000000.0,49428000000.0,3739000000.0,3739000000.0,,,153939000000.0,104511000000.0,20320000000.0,22409000000.0,26148000000.0,6000000.0,1216000000.0,33696000000.0,33690000000.0,82983000000.0,8954000000.0,1089107878.0,5917000000.0,-662000000.0,5255000000.0,1184000000.0,1129000000.0,,-1192000000.0,-1048000000.0,,-639000000.0,0.0,-11088000000.0,2022-12-30,52.20258331298828,51.272735595703125
GE,2021-12-31,2021,GE Aerospace,Industrials,Aerospace & Defense,NYQ,USD,307.1,318635442176,340000342016,1037562513,16008228,4.45,0.0154,0.003,0.80945,17.001,9.09193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,2021-12-31,58.85640335083008,57.5601692199707
GS,2025-12-31,2025,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,NYQ,USD,976.51,284331769856,53911371776,291171408,6979915,3.86,0.0241,0.00551,0.75835,362.049,74.03244,58283000000.0,,,,,,17489619989.017025,21852000000.0,4676000000.0,0.213985,17176000000.0,17176000000.0,19616000000.0,66814000000.0,312700000.0,317600000.0,51.95,51.32,1809320000000.0,,164259000000.0,,185842000000.0,,9524000000.0,,87768000000.0,87768000000.0,4223000000.0,,1684348000000.0,,296212000000.0,298382000000.0,386150000000.0,15153000000.0,,124972000000.0,109819000000.0,165288000000.0,,296476742.0,-45154000000.0,-2064000000.0,-47218000000.0,2182000000.0,-68907000000.0,1895000000.0,-12360000000.0,-12360000000.0,3445000000.0,-5277000000.0,94706000000.0,-74833000000.0,2025-12-31,879.0,866.318603515625
GS,2024-12-31,2024,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,NYQ,USD,976.51,284331769856,53911371776,291171408,6979915,3.86,0.0241,0.00551,0.75835,362.049,74.03244,53512000000.0,,,,,,14636838180.138065,18397000000.0,4121000000.0,0.224004,14276000000.0,14276000000.0,17352000000.0,73341000000.0,328100000.0,333600000.0,41.07,40.54,1675972000000.0,,182092000000.0,,133717000000.0,,9991000000.0,,90624000000.0,90624000000.0,3544000000.0,,1553976000000.0,,249869000000.0,251931000000.0,342555000000.0,13253000000.0,,121996000000.0,108743000000.0,153412000000.0,,310653708.0,-13212000000.0,-2091000000.0,-15303000000.0,2392000000.0,-26451000000.0,4239000000.0,-10200000000.0,-8000000000.0,2663000000.0,-4497000000.0,72495000000.0,-76555000000.0,2024-12-31,572.6199951171875,553.071533203125
GS,2023-12-31,2023,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,NYQ,USD,976.51,284331769856,53911371776,291171408,6979915,3.86,0.0241,0.00551,0.75835,362.049,74.03244,46254000000.0,,,,,,10987781000.0,10739000000.0,2223000000.0,0.207,8516000000.0,8516000000.0,16128000000.0,62164000000.0,340800000.0,345800000.0,23.05,22.87,1641594000000.0,,241577000000.0,,132495000000.0,,13415000000.0,,83149000000.0,83149000000.0,2947000000.0,,1524689000000.0,,247867000000.0,250099000000.0,333248000000.0,11203000000.0,,116905000000.0,105702000000.0,143688000000.0,,323376354.0,-12587000000.0,-2316000000.0,-14903000000.0,4856000000.0,-24413000000.0,1496000000.0,-6796000000.0,-5796000000.0,2085000000.0,-4189000000.0,50200000000.0,-57636000000.0,2023-12-29,385.7699890136719,363.7879638671875
GS,2022-12-31,2022,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,NYQ,USD,976.51,284331769856,53911371776,291171408,6979915,3.86,0.0241,0.00551,0.75835,362.049,74.03244,47365000000.0,,,,,,11523190000.0,13486000000.0,2225000000.0,0.165,11261000000.0,11261000000.0,15960000000.0,21346000000.0,352100000.0,358100000.0,30.42,30.06,1441799000000.0,,241825000000.0,,135448000000.0,,19246000000.0,,67800000000.0,67800000000.0,2669000000.0,,1324610000000.0,,254245000000.0,256399000000.0,324199000000.0,10703000000.0,,117189000000.0,106486000000.0,139372000000.0,,334918639.0,8708000000.0,-3748000000.0,4960000000.0,2455000000.0,-9481000000.0,0.0,-3500000000.0,-3500000000.0,4083000000.0,-3682000000.0,86322000000.0,-46213000000.0,2022-12-30,343.3800048828125,313.8658752441406
GS,2021-12-31,2021,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,NYQ,USD,976.51,284331769856,53911371776,291171408,6979915,3.86,0.0241,0.00551,0.75835,362.049,74.03244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-31,382.54998779296875,340.680908203125
